id,year,type,species,tl,sl,weight,d15N,d13C
FI_CO_MO_03_16_002,2016,Fishes,Fistularia commersonii,23.2111,17.503800000000002,1.7,9.21843409394028,-17.45427111897
FI_CO_MO_03_16_003,2016,Fishes,Fistularia commersonii,27.669600000000003,20.9196,3.6,10.0174589974084,-15.1628045822339
GO_VA_MO_03_16_001,2016,Fishes,Gomphosus varius,16.7068,15.0044,41.9,12.1121731674186,-14.2137705468898
GY_FI_MO_03_16_001,2016,Fishes,Gymnothorax fimbriatus,40.9554,40.4402,89,10.3624474172681,-12.9370811853765
GY_FI_MO_03_16_002,2016,Fishes,Gymnothorax fimbriatus,39.258300000000006,39.0035,81.4,9.83604267317187,-12.3316080745591
GY_FI_MO_03_16_003,2016,Fishes,Gymnothorax fimbriatus,34.6359,34.3258,50.5,9.11632545243008,-11.5957090572084
GY_FI_MO_03_16_004,2016,Fishes,Gymnothorax fimbriatus,33.775099999999995,33.4819,45,9.5723446281067,-11.7971799697396
GY_FI_MO_03_16_005,2016,Fishes,Gymnothorax fimbriatus,32.7762,32.4464,38.7,8.93264445611238,-12.6195918653359
GY_FI_MO_03_16_007,2016,Fishes,Gymnothorax fimbriatus,15.351499999999998,15.246799999999999,3.8,7.73917430246223,-10.5356290932357
HA_TR_MO_03_16_001,2016,Fishes,Halichoeres trimaculatus,12.265600000000001,10.776900000000001,26,8.42436592064253,-8.58212835503173
HA_TR_MO_03_16_002,2016,Fishes,Halichoeres trimaculatus,10.102500000000001,8.6328,12.1,8.33018804740497,-8.43049498402143
HA_TR_MO_03_16_003,2016,Fishes,Halichoeres trimaculatus,7.487399999999999,6.5453,4.7,7.68977850938955,-8.20039399444636
HA_TR_MO_03_16_004,2016,Fishes,Halichoeres trimaculatus,6.8185,5.786,3.7,7.66102947440124,-9.02430398937645
HA_TR_MO_03_16_005,2016,Fishes,Halichoeres trimaculatus,6.801399999999999,6.004,3.5,7.98024289737487,-8.56410201022631
HA_TR_MO_03_16_006,2016,Fishes,Halichoeres trimaculatus,6.4395,5.7328,3.4,12.0120472179766,-16.5773424628475
LU_FU_MO_03_16_007,2016,Fishes,Lutjanus fulvus,28.401400000000002,23.494300000000003,326.7,12.794783199444,-14.1216076955551
LU_FU_MO_03_16_008,2016,Fishes,Lutjanus fulvus,19.479499999999998,15.9355,102.2,13.8999082507534,-16.2942963744452
LU_FU_MO_03_16_009,2016,Fishes,Lutjanus fulvus,22.7596,18.5855,173.6,11.3239333110106,-12.1015944373438
LU_FU_MO_03_16_010,2016,Fishes,Lutjanus fulvus,22.0079,17.6261,136,12.3714169477733,-15.7209628016865
LU_FU_MO_03_16_011,2016,Fishes,Lutjanus fulvus,23.2242,19.0199,172.7,11.4420232483808,-11.7208330976225
LU_FU_MO_03_16_012,2016,Fishes,Lutjanus fulvus,20.983600000000003,17.3273,131.9,11.0722511776691,-13.0229714165082
MO_GR_MO_03_16_003,2016,Fishes,Monotaxis grandoculis,28.5051,22.6686,280.9,8.17058133591815,-5.51128749876721
MO_GR_MO_03_16_004,2016,Fishes,Monotaxis grandoculis,19.987299999999998,15.3482,115.4,8.88137644235322,-8.54077379930164
MU_FL_MO_03_16_001,2016,Fishes,Mulloidichthys flavolineatus,11.9266,9.6575,12,8.99144365685312,-16.7341724116455
MU_FL_MO_03_16_001B,2016,Fishes,Mulloidichthys flavolineatus,29.9286,24.4363,228.3,9.11467702588402,-7.9270427250783
MU_FL_MO_03_16_002,2016,Fishes,Mulloidichthys flavolineatus,12.428,10.0115,12.6,9.15840499554015,-16.7106838853873
MU_FL_MO_03_16_002B,2016,Fishes,Mulloidichthys flavolineatus,27.15,22.1251,182.5,8.64758280455721,-7.91209548109576
MU_FL_MO_03_16_003,2016,Fishes,Mulloidichthys flavolineatus,11.120099999999999,9.5151,10.4,8.5899413900105,-17.0480645352788
MU_FL_MO_03_16_004,2016,Fishes,Mulloidichthys flavolineatus,11.1135,9.2943,9.4,8.83243285810357,-16.7875554258689
MU_FL_MO_03_16_004B,2016,Fishes,Mulloidichthys flavolineatus,30.1421,25.491,258.7,9.47841422802362,-8.81747140232367
MU_FL_MO_03_16_005,2016,Fishes,Mulloidichthys flavolineatus,9.5701,7.9236,8.3,8.35043137439399,-16.6466242683192
MU_FL_MO_03_16_005B,2016,Fishes,Mulloidichthys flavolineatus,27.0413,22.3256,191.1,10.271480586787,-11.047813736575
MU_FL_MO_03_16_006,2016,Fishes,Mulloidichthys flavolineatus,9.949200000000001,8.380500000000001,8.6,9.73128237847978,-8.69945457757424
MU_FL_MO_03_16_006B,2016,Fishes,Mulloidichthys flavolineatus,27.790699999999998,23.2429,202.7,9.66326428156998,-8.38186600626118
MU_FL_MO_03_16_007,2016,Fishes,Mulloidichthys flavolineatus,9.6545,8.0887,7.6,10.1829465218411,-9.79332324809228
MU_FL_MO_03_16_007B,2016,Fishes,Mulloidichthys flavolineatus,26.0813,21.923,169.8,10.1333399553733,-9.72071200298264
MU_FL_MO_03_16_008,2016,Fishes,Mulloidichthys flavolineatus,9.629000000000001,8.027899999999999,6.1,8.83938958054886,-16.7918260670067
MU_FL_MO_03_16_009,2016,Fishes,Mulloidichthys flavolineatus,31.1136,25.3187,201,8.93479605979859,-8.58685678087882
MU_FL_MO_03_16_009B,2016,Fishes,Mulloidichthys flavolineatus,27.893400000000003,22.656200000000002,168.9,9.44064916332061,-8.21210802103095
MU_FL_MO_03_16_010B,2016,Fishes,Mulloidichthys flavolineatus,26.8299,22.0272,165.6,9.21803404507123,-6.98109571304065
MU_FL_MO_03_16_011B,2016,Fishes,Mulloidichthys flavolineatus,25.6599,20.898,147,9.21902786256342,-8.90929018678782
MU_FL_MO_03_16_012B,2016,Fishes,Mulloidichthys flavolineatus,25.714299999999998,20.789099999999998,143.8,10.4593120928099,-10.0121832606421
MU_FL_MO_03_16_013B,2016,Fishes,Mulloidichthys flavolineatus,25.7481,21.1495,153,9.26076819723517,-8.17367225079015
MU_FL_MO_03_16_014B,2016,Fishes,Mulloidichthys flavolineatus,25.7212,21.1194,138.3,8.88510518518936,-8.16726628908335
MU_FL_MO_03_16_015B,2016,Fishes,Mulloidichthys flavolineatus,25.7077,21.1329,141,9.87792885988187,-9.82641037114487
MU_VA_MO_03_16_003,2016,Fishes,Mulloidichthys vanicolensis,25.9814,21.8784,197.6,9.23890421240711,-9.96413854784109
MU_VA_MO_03_16_008,2016,Fishes,Mulloidichthys vanicolensis,26.8145,22.6038,192.6,9.70500461624174,-11.0008366840584
MY_BE_MO_03_16_001,2016,Fishes,Myripristis berndti,22.830000000000002,18.4088,210,13.2116975975488,-16.426846678491
MY_BE_MO_03_16_002,2016,Fishes,Myripristis berndti,22.7284,18.4469,173.8,13.1928502951412,-15.945214879680501
MY_BE_MO_03_16_003,2016,Fishes,Myripristis berndti,21.069200000000002,16.6236,177,11.6989535885147,-16.7028259614378
MY_BE_MO_03_16_004,2016,Fishes,Myripristis berndti,21.2798,17.3821,154.2,12.1185540579058,-17.0299519840812
MY_BE_MO_03_16_005,2016,Fishes,Myripristis berndti,17.2198,13.6544,90.3,12.2078307535209,-16.5419268428086
MY_BE_MO_03_16_006,2016,Fishes,Myripristis berndti,17.1635,13.2944,78,13.1849145888643,-14.9393289989789
MY_BE_MO_03_16_007,2016,Fishes,Myripristis berndti,17.4897,13.822999999999999,82.5,13.2702234313409,-15.6340722131923
MY_BE_MO_03_16_008,2016,Fishes,Myripristis berndti,17.2671,13.5558,75,13.0996057463876,-15.0874414326839
MY_BE_MO_03_16_009,2016,Fishes,Myripristis berndti,15.7483,12.568200000000001,60.9,12.7256355880887,-14.9382634419019
MY_BE_MO_03_16_010,2016,Fishes,Myripristis berndti,15.409200000000002,12.0559,53.2,12.5718812789737,-15.390059642556
MY_BE_MO_03_16_011,2016,Fishes,Myripristis berndti,14.9816,11.673300000000001,53.6,12.4131671534357,-14.6867919717265
MY_BE_MO_03_16_012,2016,Fishes,Myripristis berndti,14.671899999999999,11.5271,49.5,12.0987147922136,-14.7901510081969
MY_BE_MO_03_16_013,2016,Fishes,Myripristis berndti,22.637,18.6222,210.3,12.0903635546689,-19.8114807955846
MY_BE_MO_03_16_014,2016,Fishes,Myripristis berndti,22.0856,18.037799999999997,174.4,12.4026375554039,-17.0036124988345
MY_BE_MO_03_16_015,2016,Fishes,Myripristis berndti,22.7692,19.112000000000002,203.6,12.5017721588119,-18.2389473046177
NA_UN_MO_03_16_001,2016,Fishes,Naso unicornis,29.719299999999997,24.7317,349.7,6.60826931059421,-9.88833466764394
NA_UN_MO_03_16_002,2016,Fishes,Naso unicornis,28.372500000000002,23.4474,323.6,6.94219198796827,-8.41816645593306
NA_UN_MO_03_16_003,2016,Fishes,Naso unicornis,26.4241,22.3756,290.5,6.6351023828832,-10.6196819625037
NA_UN_MO_03_16_004,2016,Fishes,Naso unicornis,24.449,20.9436,242.5,6.70466960733612,-10.3025868580171
NA_UN_MO_03_16_005,2016,Fishes,Naso unicornis,25.168100000000003,22.116300000000003,227.8,6.1799339714626,-7.29712315724284
NA_UN_MO_03_16_008,2016,Fishes,Naso unicornis,55.62670000000001,45.1482,2252.2,7.65904678233308,-11.7112897386079
NA_UN_MO_03_16_009,2016,Fishes,Naso unicornis,14.1882,11.486799999999999,50.6,6.32469502046195,-4.96519528848536
OD_NI_MO_03_16_001,2016,Fishes,Odonus niger,26.2057,18.3832,179,12.2233120677391,-14.1817768519534
OD_NI_MO_03_16_002,2016,Fishes,Odonus niger,20.3825,14.3345,91,11.7442657247483,-15.4167830400797
OD_NI_MO_03_16_003,2016,Fishes,Odonus niger,21.914099999999998,14.6424,108,11.9991620190519,-15.4744529325649
OD_NI_MO_03_16_004,2016,Fishes,Odonus niger,19.8592,16.1421,119,12.6418577338718,-15.055530128663
OD_NI_MO_03_16_005,2016,Fishes,Odonus niger,29.3074,18.1261,196,12.7251701413485,-14.9750099014195
OD_NI_MO_03_16_006,2016,Fishes,Odonus niger,29.0242,18.267500000000002,186,12.7658345307121,-14.7802380003846
OD_NI_MO_03_16_007,2016,Fishes,Odonus niger,26.8171,18.726499999999998,170,12.716243811976,-15.1055832428955
OD_NI_MO_03_16_008,2016,Fishes,Odonus niger,28.9603,18.430799999999998,182,12.4603557032977,-15.2307160284765
OD_NI_MO_03_16_009,2016,Fishes,Odonus niger,21.465799999999998,15.344999999999999,103,12.252074684606,-15.2394209179083
OD_NI_MO_03_16_010,2016,Fishes,Odonus niger,20.9178,14.589400000000001,103,11.9128741684511,-15.40590192829
OD_NI_MO_03_16_011,2016,Fishes,Odonus niger,24.9711,18.296,170,12.3334034633332,-15.0479133504103
OD_NI_MO_03_16_012,2016,Fishes,Odonus niger,25.922500000000003,17.7298,157,11.5915263110411,-13.5767870364484
OD_NI_MO_03_16_013,2016,Fishes,Odonus niger,18.196,12.528400000000001,66,11.2771211542542,-16.013067966153
OD_NI_MO_03_16_014,2016,Fishes,Odonus niger,17.5686,12.485,67,11.1977760042765,-16.1382007517341
OS_AN_MO_03_16_001,2016,Fishes,Ostorhinchus angustatus,8.22,6.8287,7.1,9.2369007161065,-11.7256088547035
OS_AN_MO_03_16_002,2016,Fishes,Ostorhinchus angustatus,8.1912,6.6198,6.2,12.7772176788885,-15.9100514961391
OS_AN_MO_03_16_003,2016,Fishes,Ostorhinchus angustatus,8.3009,6.7498000000000005,5.3,11.3031602379543,-15.4848942224103
OS_AN_MO_03_16_004,2016,Fishes,Ostorhinchus angustatus,7.892,6.8235,5.5,9.28253102719867,-13.0692763288187
OS_AN_MO_03_16_005,2016,Fishes,Ostorhinchus angustatus,7.3473,6.0688,3.6,7.71225314765708,-12.5727267309299
OS_AN_MO_03_16_006,2016,Fishes,Ostorhinchus angustatus,8.0348,6.6424,5.4,8.58022102169302,-12.4427287675342
OS_AN_MO_03_16_007,2016,Fishes,Ostorhinchus angustatus,7.289,6.1852,4.5,8.57030138884689,-11.9301958134903
OS_AN_MO_03_16_008,2016,Fishes,Ostorhinchus angustatus,6.802200000000001,5.487,3.6,7.43450342796558,-12.060193776886
OS_AN_MO_03_16_009,2016,Fishes,Ostorhinchus angustatus,7.510599999999999,6.1488,4.6,8.13582147018662,-12.2562562790567
OS_AN_MO_03_16_010,2016,Fishes,Ostorhinchus angustatus,7.4948999999999995,6.1528,4.3,8.83515558583843,-12.5535467035437
OS_AN_MO_03_16_011,2016,Fishes,Ostorhinchus angustatus,7.0369,5.7893,3.5,7.84815211764899,-11.8076567496336
OS_AN_MO_03_16_012,2016,Fishes,Ostorhinchus angustatus,6.7607,5.5506,3,7.79061824714147,-12.278632977674
OS_AN_MO_03_16_013,2016,Fishes,Ostorhinchus angustatus,6.0236,5.1629,2.9,7.53766760956528,-12.499203292616
OS_AN_MO_03_16_014,2016,Fishes,Ostorhinchus angustatus,5.7957,4.6942,2.4,10.7407170555791,-15.6894811811971
PA_MU_MO_03_16_001,2016,Fishes,Parupeneus multifasciatus,25.8442,22.0262,194.2,10.0700003372147,-11.5246640512106
PA_MU_MO_03_16_002,2016,Fishes,Parupeneus multifasciatus,20.243100000000002,17.1262,107.6,9.88461862884177,-12.8458890881255
PA_MU_MO_03_16_004,2016,Fishes,Parupeneus multifasciatus,6.669,5.7385,2.3,13.5793652978564,-17.2824906567066
PA_MU_MO_03_16_005,2016,Fishes,Parupeneus multifasciatus,6.521800000000001,5.4967,2.2,9.24718312892859,-17.3991317113299
RH_AC_MO_03_16_001,2016,Fishes,Rhinecanthus aculeatus,18.230600000000003,15.9585,120.3,8.54919487283093,-6.81133772781042
RH_AC_MO_03_16_002,2016,Fishes,Rhinecanthus aculeatus,16.689,14.6637,101.5,8.86125356537693,-7.38360364028466
RH_AC_MO_03_16_003,2016,Fishes,Rhinecanthus aculeatus,16.971,15.0548,98.7,9.03417780901706,-8.19609311676395
RH_AC_MO_03_16_004,2016,Fishes,Rhinecanthus aculeatus,17.3831,15.212700000000002,105.9,8.80361215083021,-7.21811629619229
RH_AC_MO_03_16_005,2016,Fishes,Rhinecanthus aculeatus,16.8119,14.8982,103.5,8.38620880411264,-6.68748913481226
RH_AC_MO_03_16_006,2016,Fishes,Rhinecanthus aculeatus,12.0359,10.459900000000001,33.4,8.23316091031619,-8.66052534050704
RH_AC_MO_03_16_007,2016,Fishes,Rhinecanthus aculeatus,4.7970999999999995,4.0219000000000005,2.5,7.93203421018423,-10.6719973164426
SA_MI_MO_03_16_001,2016,Fishes,Sargocentron microstoma,18.2467,15.6484,114,11.8358445217913,-14.4161404741649
SA_MI_MO_03_16_002,2016,Fishes,Sargocentron microstoma,17.4672,14.9089,86,12.3189306413975,-13.6414804791754
SA_MI_MO_03_16_003,2016,Fishes,Sargocentron microstoma,17.886400000000002,14.813399999999998,81,11.8130293662452,-12.0442104207308
SA_MI_MO_03_16_004,2016,Fishes,Sargocentron microstoma,18.499100000000002,15.354800000000001,109,10.850824980171,-11.5860208776146
SA_MI_MO_03_16_005,2016,Fishes,Sargocentron microstoma,16.8888,14.144900000000002,104,11.4142601258309,-11.5711030785364
SA_MI_MO_03_16_006,2016,Fishes,Sargocentron microstoma,18.0119,14.719999999999999,97,11.22479513847,-11.3824994759049
SA_MI_MO_03_16_007,2016,Fishes,Sargocentron microstoma,17.0095,14.288999999999998,82,12.1235138743289,-12.0644560051941
SA_MI_MO_03_16_008,2016,Fishes,Sargocentron microstoma,20.3989,16.8673,150,11.6791143228225,-12.9648517352712
SA_MI_MO_03_16_009,2016,Fishes,Sargocentron microstoma,19.6422,16.288999999999998,101,12.1116103149135,-12.8508371280307
SA_MI_MO_03_16_010,2016,Fishes,Sargocentron microstoma,17.3338,14.364099999999999,107,12.0620121506829,-12.6238734706266
SA_MI_MO_03_16_011,2016,Fishes,Sargocentron microstoma,19.5381,16.3619,73,11.9092498048526,-11.6361020602343
SA_MI_MO_03_16_012,2016,Fishes,Sargocentron microstoma,17.3583,14.4511,76,12.1036746086366,-12.4001064844536
SA_MI_MO_03_16_013,2016,Fishes,Sargocentron microstoma,17.4641,14.2165,93,11.4281476118155,-11.243977055893
SA_MI_MO_03_16_014,2016,Fishes,Sargocentron microstoma,16.3766,13.759899999999998,45.7,12.4571615872783,-13.3071514404995
SA_MI_MO_03_16_015,2016,Fishes,Sargocentron microstoma,16.3549,13.8763,45.7,12.6861625211507,-13.1046201547445
SA_MI_MO_03_16_017,2016,Fishes,Sargocentron microstoma,13.2237,11.3086,33.6,12.7882711626609,-14.0822842671326
SC_AL_MO_03_16_004,2016,Fishes,Scarus altipinnis,26.514100000000003,23.6847,295.9,5.14895862404355,-9.66795053625233
SC_AL_MO_03_16_005,2016,Fishes,Scarus altipinnis,34.908,30.378500000000003,660.6,6.61119402431095,-10.9934170660626
SC_PS_MO_03_16_001,2016,Fishes,Scarus psittacus,20.3913,18.2608,134.6,5.24375789382461,-8.18541651391928
SC_PS_MO_03_16_002,2016,Fishes,Scarus psittacus,20.000999999999998,17.2464,136.8,5.21294955156689,-7.30246145866518
SC_PS_MO_03_16_003,2016,Fishes,Scarus psittacus,19.5276,17.1429,112.7,5.84501747659636,-8.4395196616224
SC_PS_MO_03_16_004,2016,Fishes,Scarus psittacus,7.7284999999999995,6.533499999999999,8,5.72079029007327,-10.2310536189578
SC_PS_MO_03_16_005,2016,Fishes,Scarus psittacus,7.3862,6.614700000000001,6.4,5.74563572737789,-9.48582674039993
SC_PS_MO_03_16_006,2016,Fishes,Scarus psittacus,7.4497,6.3298000000000005,5.9,6.16005762161891,-9.98549175353043
SC_PS_MO_03_16_007,2016,Fishes,Scarus psittacus,6.1714,5.3271,3.7,6.17397106650949,-10.4648712212561
SC_PS_MO_03_16_008,2016,Fishes,Scarus psittacus,6.3116,5.4996,4.7,5.96526939315071,-9.1548520522152
SC_PS_MO_03_16_009,2016,Fishes,Scarus psittacus,6.469799999999999,5.4767,5,5.55382895138624,-8.54094738864675
SC_PS_MO_03_16_010,2016,Fishes,Scarus psittacus,6.7379999999999995,5.756600000000001,3.5,6.1083791120253,-10.0410100883227
SC_PS_MO_03_16_011,2016,Fishes,Scarus psittacus,5.9789,5.0369,5,5.97023848061163,-10.0922577819771
SC_PS_MO_03_16_012,2016,Fishes,Scarus psittacus,5.3805,4.5804,NA,6.02589226017397,-9.05128900462191
SI_AR_MO_03_16_001,2016,Fishes,Siganus argenteus,28.163099999999996,22.634999999999998,209.9,8.64866648833128,-13.1886187214443
SI_AR_MO_03_16_002,2016,Fishes,Siganus argenteus,29.9061,23.8801,214.3,6.92959411609781,-13.391074566077
SI_SP_MO_03_16_001,2016,Fishes,Siganus spinus,25.3672,20.5904,150.2,6.0600056293627,-10.3052348437851
SI_SP_MO_03_16_002,2016,Fishes,Siganus spinus,21.2582,18.291999999999998,132.9,6.87191803127388,-12.1799747035488
SI_SP_MO_03_16_003,2016,Fishes,Siganus spinus,20.1578,17.471,107.4,6.48,-11.75
SI_SP_MO_03_16_004,2016,Fishes,Siganus spinus,18.9243,16.0875,105.5,8.29,-15.05
SI_SP_MO_03_16_005,2016,Fishes,Siganus spinus,19.665799999999997,16.5425,103.9,7.55,-13.51
SI_SP_MO_03_16_006,2016,Fishes,Siganus spinus,19.851,16.8388,114.8,7.63,-13.93
SI_SP_MO_03_16_007,2016,Fishes,Siganus spinus,18.0239,14.9994,81.4,8.03476692924925,-15.476675056493
SI_SP_MO_03_16_008,2016,Fishes,Siganus spinus,22.0861,18.5417,148.3,9.38200618956342,-17.6408968063673
ST_AL_MO_03_16_001,2016,Fishes,Stegastes albifasciatus,9.3714,7.830299999999999,16.7,8.25682844088308,-8.44852132882685
ST_AL_MO_03_16_002,2016,Fishes,Stegastes albifasciatus,8.1876,6.261,8.9,7.0900141587714,-8.63620738944799
ST_AL_MO_03_16_003,2016,Fishes,Stegastes albifasciatus,8.623099999999999,6.6255,10.3,7.38741796899527,-9.27455207020463
ST_AL_MO_03_16_004,2016,Fishes,Stegastes albifasciatus,7.8887,6.2537,8.7,7.15742568908881,-8.92568927955856
ST_AL_MO_03_16_005,2016,Fishes,Stegastes albifasciatus,6.5729,5.3439,4.9,7.85335060501268,-9.07838302379271
ST_AL_MO_03_16_006,2016,Fishes,Stegastes albifasciatus,5.8533,4.6566,3.6,7.50836218515298,-9.63507896631303
ST_FA_MO_03_16_001,2016,Fishes,Plectroglyphidodon fasciolatus,8.427800000000001,6.570099999999999,9.2,10.5061925922097,-15.8234171006914
ST_FA_MO_03_16_002,2016,Fishes,Plectroglyphidodon fasciolatus,7.767100000000001,6.1095999999999995,6.8,10.7123925672982,-16.105476378235
ST_FA_MO_03_16_003,2016,Fishes,Plectroglyphidodon fasciolatus,8.2665,6.1998,7.3,11.2338405812241,-17.5793951593841
ST_NI_MO_03_16_001,2016,Fishes,Stegastes nigricans,13.8094,10.6293,56,8.48020461753795,-12.7204435386022
ST_NI_MO_03_16_002,2016,Fishes,Stegastes nigricans,13.070599999999999,10.4241,45.1,8.6934447081032,-11.2971941165148
ST_NI_MO_03_16_003,2016,Fishes,Stegastes nigricans,13.2396,10.3981,40.5,8.47722917441378,-10.0828620407889
ST_NI_MO_03_16_004,2016,Fishes,Stegastes nigricans,12.6091,10.222100000000001,51.6,9.10306404486342,-12.759615541045
ST_NI_MO_03_16_005,2016,Fishes,Stegastes nigricans,11.215900000000001,9.0039,28.4,7.83254983084443,-10.0099585917981
ST_NI_MO_03_16_006,2016,Fishes,Stegastes nigricans,7.9997,6.0144,8,8.28977625759131,-10.2624003853182
ST_NI_MO_03_16_007,2016,Fishes,Stegastes nigricans,6.882299999999999,5.5465,4.6,7.78791818398193,-10.5496617365652
ST_NI_MO_03_16_008,2016,Fishes,Stegastes nigricans,6.066,4.7167,4.2,8.28263203630927,-11.2738126540494
ST_NI_MO_03_16_009,2016,Fishes,Stegastes nigricans,5.4627,4.2436,2.8,8.01480194946389,-10.996767814025601
ST_NI_MO_03_16_010,2016,Fishes,Stegastes nigricans,5.7814,4.5771999999999995,3.1,7.86303156691818,-10.3691546956642
SY_JA_MO_03_16_001,2016,Fishes,Synodus jaculum,15.502500000000001,13.4894,28,8.68037878179931,-11.0072426457652
SY_JA_MO_03_16_002,2016,Fishes,Synodus jaculum,13.9869,12.1432,19.4,8.94970332218136,-10.3121958005773
SY_JA_MO_03_16_003,2016,Fishes,Synodus jaculum,13.5751,11.9304,17,8.41701714637036,-9.44312032902126
SY_JA_MO_03_16_004,2016,Fishes,Synodus jaculum,11.6435,10.0081,10.8,8.49950399822169,-10.0815811791324
SY_JA_MO_03_16_005,2016,Fishes,Synodus jaculum,11.6876,10.122,12,8.26396925257392,-9.29258022891143
SY_JA_MO_03_16_006,2016,Fishes,Synodus jaculum,11.1236,9.679300000000001,9.8,8.34844373940962,-8.50251161840594
SY_JA_MO_03_16_007,2016,Fishes,Synodus jaculum,10.7908,9.3723,7.3,8.2520434426677,-9.08118349258699
SY_JA_MO_03_16_008,2016,Fishes,Synodus jaculum,9.6442,8.482,7.7,7.97576217984036,-7.4401896353614
SY_JA_MO_03_16_009,2016,Fishes,Synodus jaculum,9.806000000000001,8.6869,7.3,7.7779924988956,-6.55830224039177
SY_JA_MO_03_16_010,2016,Fishes,Synodus jaculum,9.425799999999999,8.295,6.2,8.17651331326167,-8.6135482879905
SY_JA_MO_03_16_011,2016,Fishes,Synodus jaculum,9.1578,8.0039,4.8,8.44881930612027,-9.19542314302494
SY_JA_MO_03_16_012,2016,Fishes,Synodus jaculum,8.4311,7.3516,3.7,9.06597996876697,-11.5773732376705
SY_JA_MO_03_16_013,2016,Fishes,Synodus jaculum,8.159,7.1074,2.9,8.16856277332419,-10.2972485565948
SY_JA_MO_03_16_014,2016,Fishes,Synodus jaculum,6.700100000000001,5.8824,1.3,8.21825364793342,-11.0659639614109
TH_HA_MO_03_16_001,2016,Fishes,Thalassoma hardwicke,10.595099999999999,9.0131,15.2,8.48956582329985,-11.5218549028783
TH_HA_MO_03_16_002,2016,Fishes,Thalassoma hardwicke,6.437099999999999,5.604699999999999,3.2,7.90520113789524,-10.3581051928094
TH_HA_MO_03_16_003,2016,Fishes,Thalassoma hardwicke,4.5405999999999995,3.9082,1.1,7.80283793620022,-11.2997815637091
MOO18_F002,2018,Fishes,Ctenochaetus striatus,19.5,14,84.4,5.92725395012771,-7.81248113068987
MOO18_F003,2018,Fishes,Zebrasoma scopas,16.2,12.5,97.3,6.96859657320547,-13.9763046803608
MOO18_F004,2018,Fishes,Zebrasoma scopas,15.2,13,80.8,6.71071228895928,-12.9945527303172
MOO18_F005,2018,Fishes,Ctenochaetus binotatus,15.5,12.5,68.5,6.30084297027142,-9.20666756828953
MOO18_F006,2018,Fishes,Melichthys vidua,22,17.5,330.8,10.2357845393967,-14.7321056790879
MOO18_F007,2018,Fishes,Cheilinus chlorourus,19.4,17.5,125.3,8.78261150041248,-11.1839850636538
MOO18_F008,2018,Fishes,Mulloidichthys flavolineatus,30.6,25.2,228.5,9.02872920134706,-9.82926604113127
MOO18_F009,2018,Fishes,Synodus binotatus,22.2,18.7,89.5,9.55234215871384,-12.2644055513903
MOO18_F010,2018,Fishes,Gnathodentex aureolineatus,22.2,17.8,121.3,9.13266735393298,-8.54262830961679
MOO18_F011,2018,Fishes,Gnathodentex aureolineatus,22.1,18.1,148.4,9.35231024241642,-9.31026953286699
MOO18_F012,2018,Fishes,Forcipiger flavissimus,14.1,11.9,36.5,10.4171860321174,-13.024153291625
MOO18_F013,2018,Fishes,Forcipiger flavissimus,15.8,12.7,45.4,10.6427122122567,-12.4814763343145
MOO18_F015,2018,Fishes,Dascyllus trimaculatus,12.2,9.1,46.7,10.7819501147774,-14.6383705682797
MOO18_F016,2018,Fishes,Zebrasoma scopas,15,13,70.9,5.78801604760695,-12.8100425648316
MOO18_F017,2018,Fishes,Zanclus cornutus,14,11,65.2,9.64451372798814,-14.6215969168719
MOO18_F018,2018,Fishes,Heniochus chrysostomus,11.5,9.5,50.5,10.8407830313355,-10.5801336129737
MOO18_F019,2018,Fishes,Heniochus chrysostomus,13.5,11.3,57.2,10.7466503648426,-10.1617790131561
MOO18_F021,2018,Fishes,Chaetodon ornatissimus,10.7,9.6,33.5,9.99555013011793,-14.3966326509323
MOO18_F022,2018,Fishes,Chaetodon lunulatus,11.1,10.2,37.4,8.98852670836571,-12.5633712205995
MOO18_F024,2018,Fishes,Cephalopholis urodeta,17.3,14.6,74.4,12.3263141744266,-16.120372004426
MOO18_F025,2018,Fishes,Melichthys vidua,20,16,215,8.04916114065527,-14.4982612447559
MOO18_F026,2018,Fishes,Acanthurus nigricans,17.2,14,119.1,7.56575067626983,-16.7173166574676
MOO18_F027,2018,Fishes,Zebrasoma scopas,17.5,14.6,117.1,8.31685091099447,-17.0360160342154
MOO18_F028,2018,Fishes,Dascyllus trimaculatus,13.8,11.7,55.2,10.4456219417871,-16.2861351477499
MOO18_F029,2018,Fishes,Dascyllus flavicaudus,9,7.5,22.8,9.95730873435519,-17.3379417595555
MOO18_F033,2018,Fishes,Chaetodon lunulatus,11.5,10.1,37.4,9.2493526384398,-11.7079149988027
MOO18_F036,2018,Fishes,Zanclus cornutus,16,12.5,99.7,10.6691870247078,-14.7922934870805
MOO18_F037,2018,Fishes,Zebrasoma scopas,18.5,16,142.3,8.09328582807382,-16.2762682939806
MOO18_F038,2018,Fishes,Zebrasoma scopas,16.5,15,115.9,8.1727102654272,-16.3315226750886
MOO18_F040,2018,Fishes,Epinephelus merra,19.3,16,89.8,11.1084728016747,-15.4652129141456
MOO18_F041,2018,Fishes,Chaetodon lunula,15.2,13.1,97.1,11.2379052181024,-13.3951469933501
MOO18_F042,2018,Fishes,Acanthurus nigricans,17.5,14.5,176,7.8099072799858,-15.020217809151
MOO18_F043,2018,Fishes,Chaetodon ornatissimus,12.3,11.2,54.8,9.67687183209508,-13.2461575014339
